age	len
1	14
1	17
1	17
3	36
3	36
5	48
4	43
4	42
2	30
4	39
2	26
9	50
4	45
5	42
5	51
4	42
5	48
5	54
4	49
4	36
4	44
4	45
4	41
5	55
4	46
5	51
4	46
4	42
2	26
3	35
5	44
5	50
5	44
8	66
3	37
8	68
2	24
5	49
3	35
3	36
5	53
5	46
8	53
5	51
5	48
5	51
8	64
5	53
5	49
10	70
5	51
5	53
4	47
5	52
5	52
5	42
5	50
5	55
7	62
9	67
5	55
9	73
4	42
2	27
5	42
4	39
5	50
4	43
4	42
3	35
2	28
4	39
4	40
3	38
4	40
5	48
4	42
5	48
5	45
4	41
2	30
4	39
4	40
4	39
4	39
4	43
4	37
2	30
1	20
4	47
8	57
3	37
5	47
7	62
5	52
5	54
5	55
5	47
5	44
3	36
4	47
5	56
5	53
3	38
4	41
4	47
4	44
4	43
4	42
4	45
4	38
5	46
5	54
9	66
5	51
5	40
5	53
5	55
5	51
5	53
9	63
9	57
2	27
3	31
2	27
3	33
3	39
4	38
5	43
5	51
5	48
1	14
5	51
5	47
6	59
4	43
5	49
5	50
4	43
8	56
4	45
4	43
4	42
5	55
5	50
5	47
5	46
6	54
5	47
5	46
7	66
5	47
8	60
5	50
9	68
8	62
1	15
1	18
1	18
1	15
1	16
1	16
1	19
2	26
2	26
2	28
2	29
5	49
5	45
5	47
1	17
1	14
1	15
1	14
1	8
1	15
1	17
2	26
2	27
2	29
2	27
3	35
4	39
2	25
2	26
3	32
2	24
2	27
2	25
5	42
3	32
4	40
6	55
3	35
4	42
5	48
3	34
5	45
5	46
5	42
9	64
10	74
5	48
5	44
8	57
5	49
9	70
5	49
6	50
4	42
4	44
9	64
5	50
4	40
8	64
5	42
5	57
3	36
5	49
5	53
5	51
5	50
9	53
5	47
5	46
9	53
9	60
5	45
9	65
5	48
5	47
5	46
8	54
5	50
5	51
5	58
5	40
4	44
4	43
5	45
4	37
4	42
5	47
5	53
5	55
8	54
8	66
8	68
9	66
5	51
6	61
8	61
5	48
4	45
4	40
5	56
5	50
5	51
4	43
5	47
5	52
5	49
5	47
4	41
4	45
5	56
4	45
5	56
4	44
5	50
4	43
5	47
5	48
5	51
5	46
4	43
5	53
4	40
5	49
5	54
5	51
5	52
5	49
4	44
5	48
5	50
5	54
5	51
5	55
5	49
5	46
4	39
4	44
5	46
5	52
5	51
5	52
5	48
5	57
5	52
9	73
9	68
5	57
5	54
8	77
5	57
4	44
5	49
4	42
5	53
5	48
4	44
4	47
5	51
5	55
4	42
8	64
5	53
5	52
4	45
6	49
5	47
6	54
8	61
4	43
8	54
5	52
4	38
5	51
8	72
5	54
5	55
5	50
5	52
9	59
5	57
5	53
5	50
5	52
4	47
5	62
4	41
4	47
3	33
4	42
5	50
5	47
8	66
1	16
1	14
4	47
4	44
4	45
4	46
1	14
4	47
4	46
4	41
4	42
4	48
10	83
8	70
8	72
4	45
7	60
4	41
4	44
1	15
1	14
1	13
1	13
1	18
4	45
7	66
6	58
4	45
4	46
8	68
4	50
4	47
4	49
4	48
4	48
4	44
4	47
4	49
4	50
4	48
4	54
4	46
4	42
4	45
7	60
4	49
4	51
4	46
4	47
4	52
4	50
4	51
8	65
4	50
4	46
6	59
4	49
4	51
10	65
4	51
9	61
4	46
4	47
4	48
4	49
4	48
6	58
3	37
3	35
3	40
4	50
1	12
4	46
1	18
4	47
6	77
4	52
9	60
6	62
1	15
1	16
1	15
2	22
2	26
3	35
4	39
4	42
4	45
4	45
4	48
4	46
2	26
4	39
3	35
4	46
3	34
4	44
4	47
4	42
4	43
7	72
4	42
4	41
7	67
1	15
1	14
1	16
1	14
4	37
1	15
1	16
1	15
1	12
1	15
4	46
2	25
2	29
3	32
3	32
3	35
4	43
4	43
4	45
4	40
1	15
1	15
1	15
3	32
3	33
3	36
3	35
3	35
3	34
3	31
3	33
4	40
3	35
4	39
4	42
4	42
4	44
4	43
4	45
4	43
4	48
3	36
3	35
4	43
8	62
1	15
1	13
1	14
4	41
3	32
3	36
4	50
4	45
1	20
3	37
4	43
2	25
3	35
4	42
3	35
4	39
4	45
4	44
4	45
4	50
6	52
4	45
4	47
5	56
10	74
4	41
3	31
4	44
4	43
4	41
4	48
4	41
3	33
4	50
4	47
4	50
4	41
4	44
4	48
4	44
4	41
4	46
4	43
4	43
4	51
4	43
4	42
4	45
4	44
4	35
4	43
4	43
4	42
4	47
4	42
7	69
3	32
4	41
3	35
3	35
4	46
4	46
3	42
4	50
4	41
7	65
11	63
7	67
4	43
4	39
4	45
7	70
1	15
1	15
3	34
4	45
4	48
3	37
6	57
3	38
3	36
3	37
4	44
4	47
4	46
3	35
4	50
9	62
4	50
9	72
1	16
2	25
3	34
3	33
3	34
2	25
4	45
4	43
4	44
4	45
4	45
4	48
2	29
3	34
4	47
3	33
7	62
9	60
14	56
4	50
4	53
10	57
5	55
9	52
4	50
1	14
4	42
4	42
7	56
11	77
4	50
4	47
4	44
5	52
7	69
4	46
4	48
4	47
4	48
4	44
4	42
4	49
4	47
4	52
4	46
4	43
4	47
4	46
4	51
4	47
4	49
4	45
4	48
4	45
5	52
4	45
6	57
4	44
4	47
9	71
4	43
4	46
7	66
4	44
4	45
7	61
1	14
3	35
4	40
3	38
4	42
4	44
4	44
4	43
4	46
4	46
4	44
4	45
2	25
4	40
4	48
7	60
4	47
4	45
4	44
8	57
8	62
7	64
8	64
11	76
1	14
4	44
4	48
4	43
8	62
4	45
9	70
7	56
7	64
7	69
1	15
4	44
3	33
3	39
3	34
4	45
4	49
4	49
3	39
7	65
7	63
1	13
4	41
4	38
4	46
4	51
4	46
4	45
4	46
3	37
4	39
4	47
4	43
4	45
4	49
3	37
4	49
4	49
4	47
4	48
9	56
8	55
9	59
12	68
14	76
15	73
1	16
4	45
3	39
4	44
4	46
4	50
11	78
4	44
4	47
4	47
4	46
4	45
4	50
4	45
4	52
4	46
4	48
4	44
4	46
8	65
8	58
6	50
7	52
9	65
9	54
9	68
6	67
7	62
4	44
9	64
4	45
9	58
3	35
4	47
3	33
3	34
4	40
4	44
3	37
1	18
4	44
4	43
4	47
3	39
3	38
1	15
1	14
4	42
4	50
1	13
4	46
4	50
4	44
13	77
8	61
7	62
6	63
4	50
7	64
11	73
3	36
4	46
4	48
4	48
4	51
7	66
4	52
6	58
3	39
7	58
4	47
7	69
8	70
9	72
6	60
6	58
6	61
4	48
4	50
4	48
9	61
7	71
4	52
3	43
8	73
9	63
5	59
4	50
4	55
4	48
4	52
4	46
1	14
1	15
1	14
1	13
3	43
3	41
3	42
3	38
5	62
5	60
3	47
3	39
3	44
9	68
6	56
5	58
5	54
6	52
8	59
6	59
4	51
6	62
7	73
6	55
8	69
5	48
5	48
6	60
6	63
1	16
1	15
1	15
1	14
1	15
1	15
3	40
2	29
3	43
3	39
3	38
3	41
3	42
3	39
3	43
3	38
3	38
3	39
3	42
3	44
5	60
3	38
6	57
3	42
3	38
3	39
3	34
3	43
4	50
4	45
1	14
3	38
3	39
3	42
3	37
3	36
3	39
3	42
3	36
5	56
3	42
6	69
3	41
3	38
3	42
3	37
3	31
3	42
3	42
3	33
5	54
3	38
3	38
6	63
5	52
1	16
1	16
1	16
3	33
3	33
3	34
3	37
3	33
3	42
3	38
3	35
2	25
3	35
3	38
5	62
5	55
3	39
3	36
6	59
5	56
4	53
6	66
5	58
6	70
3	42
5	63
3	39
4	55
8	64
4	58
6	61
3	41
3	39
4	53
3	39
4	56
3	41
8	66
3	44
6	68
6	67
3	41
3	39
3	38
3	39
3	37
6	64
6	68
5	63
7	74
5	49
1	15
1	13
1	16
1	14
1	15
1	15
1	13
1	12
1	15
1	13
1	16
4	44
3	41
3	36
6	59
1	15
4	39
4	50
4	46
3	37
4	51
4	45
4	48
3	37
4	51
4	48
3	42
4	51
4	50
4	50
3	41
4	48
4	49
3	43
3	39
3	44
1	14
3	42
3	41
4	44
3	42
1	14
1	15
3	43
3	41
3	42
1	14
1	16
1	16
1	15
3	40
4	46
3	42
3	43
5	53
2	28
3	40
3	38
3	33
4	48
1	17
4	45
3	39
4	50
3	43
3	44
6	65
1	17
1	15
3	41
3	41
3	44
4	48
3	44
3	40
4	51
4	53
8	75
6	54
5	57
4	45
1	15
2	32
4	47
3	41
3	36
3	31
3	38
3	39
3	34
3	42
3	37
3	43
3	37
4	45
3	40
6	56
1	16
1	14
3	40
6	61
3	45
5	47
6	51
10	61
1	14
1	15
3	38
3	40
3	44
3	42
3	41
3	35
3	40
4	48
3	47
5	52
5	65
3	46
5	59
5	58
3	46
4	54
5	57
4	55
5	60
5	52
4	53
4	55
4	53
5	49
5	58
7	65
2	31
5	50
3	47
6	59
4	50
3	43
4	57
5	59
5	46
1	13
1	14
3	33
3	32
3	29
2	23
3	40
3	31
3	37
3	28
3	36
3	29
3	32
2	24
3	28
2	22
3	32
3	37
3	33
3	27
3	31
3	36
6	52
6	58
5	50
3	35
3	34
3	36
3	39
3	36
3	39
3	36
3	34
3	38
3	37
3	37
3	38
3	35
3	37
3	35
3	37
3	40
3	34
3	36
3	35
3	36
3	40
5	51
3	34
4	34
1	17
1	15
1	13
1	14
2	24
2	22
3	34
3	32
3	35
3	37
3	36
3	37
3	36
3	35
3	35
3	37
3	34
2	24
2	22
2	24
3	32
2	26
3	35
3	36
7	66
1	14
1	13
3	33
3	33
2	25
3	34
3	37
3	37
5	54
3	36
2	21
3	31
2	22
3	32
3	35
3	36
3	34
3	36
3	35
3	33
2	22
3	36
3	37
5	59
3	36
3	33
3	39
3	36
3	34
3	37
3	30
3	33
5	56
3	31
3	34
3	35
3	35
3	38
3	40
3	35
3	39
3	40
3	37
3	36
3	35
3	35
3	36
5	50
3	37
3	36
3	35
3	35
3	36
3	36
3	39
3	37
3	37
3	40
3	33
3	32
3	36
3	36
3	35
3	36
3	36
3	33
3	38
3	35
3	35
3	31
2	24
3	36
3	31
3	33
8	77
3	39
3	38
3	34
3	36
3	37
3	33
3	33
3	39
3	38
3	35
3	40
3	33
3	38
3	34
3	33
3	35
3	40
3	38
3	36
3	31
3	34
3	35
3	37
3	35
6	55
3	37
3	36
3	42
3	39
4	57
6	29
6	67
3	40
3	42
3	38
3	38
6	63
3	39
5	51
3	33
3	37
3	37
3	35
3	41
3	39
3	42
6	61
6	59
6	63
6	64
3	38
3	35
8	75
6	65
3	38
2	30
9	60
6	62
5	64
8	67
3	36
3	36
3	37
3	35
3	37
3	38
3	37
2	24
3	33
3	38
3	34
3	38
3	36
3	33
3	38
3	36
5	55
3	35
3	34
6	55
3	36
7	64
3	32
6	57
6	52
3	37
3	41
3	37
3	36
3	38
3	38
5	52
6	64
3	39
3	36
3	34
3	36
3	35
3	35
3	37
3	37
3	35
3	37
3	37
3	45
5	53
3	35
6	59
6	58
6	57
1	13
1	13
1	14
1	14
2	24
3	35
6	53
2	20
2	23
3	36
3	37
2	22
2	22
3	41
3	35
3	34
3	34
3	38
3	37
3	36
3	39
3	38
3	33
6	54
6	59
3	46
5	53
4	51
4	50
3	43
4	51
3	44
4	52
4	51
3	48
3	43
3	40
4	46
4	50
4	53
4	54
3	39
5	55
3	38
3	42
6	64
3	36
3	42
4	55
3	47
3	43
3	41
4	51
3	46
3	42
3	37
3	40
3	42
3	42
3	45
4	49
4	49
4	52
3	43
4	49
4	56
4	45
4	50
3	44
3	41
5	62
1	15
3	41
2	29
2	30
2	28
1	15
1	15
1	15
1	18
1	15
1	15
1	15
1	16
1	15
1	14
1	15
1	15
1	15
1	19
1	19
1	15
1	16
1	14
1	14
1	15
1	17
1	19
1	15
4	55
3	42
2	30
4	52
4	51
4	50
3	42
3	43
3	40
3	37
3	42
3	44
3	43
3	39
4	45
3	43
3	40
4	54
3	44
4	49
3	41
4	45
4	49
3	43
1	16
1	17
2	24
2	32
3	42
3	39
2	29
3	41
3	42
3	36
1	14
1	16
3	37
4	39
3	39
4	51
4	48
6	60
6	64
6	61
3	42
5	53
8	65
3	36
6	66
6	61
3	38
3	36
4	47
4	42
3	39
6	56
7	69
7	57
1	13
1	13
3	41
3	39
3	38
3	36
3	38
3	35
3	36
3	35
3	37
3	40
3	35
4	43
3	37
3	39
3	33
3	38
3	35
3	42
3	36
5	64
3	35
3	39
9	69
7	65
3	38
3	39
3	39
3	39
5	46
3	37
3	39
3	36
3	36
3	33
3	35
3	35
3	39
3	32
3	41
3	34
2	25
3	39
3	38
3	38
3	35
2	25
2	26
3	38
2	25
3	36
3	35
7	67
3	39
3	37
3	40
3	40
3	42
5	59
3	40
3	40
3	39
3	39
3	44
3	37
3	37
5	58
3	40
6	55
3	41
3	39
3	37
5	55
6	66
6	70
3	39
3	37
6	66
3	35
6	61
5	61
5	55
5	59
3	38
5	57
3	42
3	38
3	39
3	41
5	57
3	39
3	38
3	35
3	36
3	37
3	37
3	42
5	58
3	45
3	38
3	36
3	39
6	63
6	55
7	51
3	39
3	43
4	54
3	41
3	40
4	50
5	55
5	54
3	40
1	13
3	32
3	38
3	38
3	38
3	33
3	36
3	39
3	37
3	40
3	41
3	39
3	42
3	33
4	51
3	38
3	33
3	39
3	38
3	39
3	39
3	40
3	40
3	35
3	35
3	33
3	36
3	33
3	36
3	39
3	35
3	36
3	34
2	24
3	36
7	68
5	55
3	33
3	39
5	58
3	32
3	42
3	41
3	39
3	39
3	40
3	32
3	38
3	39
3	36
3	35
3	39
3	40
3	44
3	43
6	60
6	59
3	40
3	40
5	55
3	36
3	35
6	62
1	16
1	15
3	37
4	39
3	38
3	34
4	46
4	49
4	49
4	44
3	34
3	37
4	43
4	48
4	47
4	46
4	49
4	47
4	51
3	37
4	46
4	47
4	45
7	62
1	15
4	45
3	36
4	46
4	47
4	49
4	45
1	14
1	17
1	18
2	27
2	29
7	68
4	48
4	42
4	47
4	42
8	66
4	49
4	52
4	48
4	43
4	42
4	45
4	43
4	46
4	43
4	53
4	49
7	62
4	46
4	42
4	46
16	74
7	62
9	64
4	44
4	41
3	44
3	38
3	36
3	41
3	40
3	38
3	37
3	38
7	65
3	39
3	36
6	66
3	35
3	45
3	33
3	38
3	40
3	35
6	63
3	42
3	35
6	55
3	36
3	38
3	41
3	38
3	41
3	41
3	38
3	35
6	64
3	33
3	35
3	40
3	40
6	61
4	44
3	36
3	35
3	33
6	64
3	34
3	31
4	43
4	47
5	54
3	36
3	37
6	59
3	35
4	50
5	60
3	34
2	28
4	46
4	51
3	40
3	41
5	53
5	56
6	59
3	35
3	36
3	33
3	37
3	36
3	36
3	32
3	35
3	34
3	36
3	34
3	36
3	34
3	37
3	37
3	40
3	36
3	42
4	40
3	37
3	34
3	37
3	31
3	34
3	34
3	30
3	36
3	28
3	26
3	27
3	30
3	32
3	35
3	33
3	35
3	31
3	32
3	29
3	38
3	29
3	35
3	29
3	31
3	32
3	41
3	28
3	28
3	29
3	31
3	29
3	39
3	35
3	32
3	36
3	40
3	36
3	38
3	36
3	37
3	31
3	40
6	64
3	35
3	34
3	35
3	35
5	50
3	42
3	31
3	34
3	33
3	37
3	38
8	73
6	65
1	17
3	35
3	36
3	38
3	31
3	38
6	48
3	36
3	37
3	36
3	35
3	34
3	40
4	46
3	36
3	36
5	57
3	39
5	58
3	35
3	31
3	35
4	50
3	36
6	65
1	17
1	16
1	17
1	16
1	16
1	15
1	15
1	15
1	16
1	17
1	17
1	15
1	17
1	16
1	15
1	15
1	19
2	28
2	28
3	34
2	27
3	37
3	36
3	38
3	34
2	31
2	27
3	33
3	38
3	34
3	38
3	38
3	39
3	35
3	27
3	37
2	28
3	38
11	76
3	31
3	33
3	30
3	33
3	32
3	34
3	33
3	31
3	32
3	34
3	30
3	32
3	32
3	30
3	32
3	33
3	31
3	33
3	32
3	31
3	34
5	49
3	31
3	32
3	31
1	14
2	22
3	31
3	32
3	32
3	32
3	33
3	33
3	33
3	32
3	31
3	35
3	30
3	33
3	31
3	34
3	32
3	37
3	34
3	33
3	36
3	34
3	30
3	34
8	59
3	44
3	39
7	52
4	53
4	39
3	44
3	44
3	42
5	56
4	49
3	43
3	45
3	41
4	45
3	44
10	78
5	49
8	62
9	79
10	90
3	41
7	59
10	87
7	56
7	51
3	46
3	36
3	45
6	56
7	71
7	61
6	54
5	52
6	59
11	68
9	74
6	56
6	45
6	58
11	58
6	56
7	58
7	54
5	52
7	74
2	30
3	43
3	43
1	14
1	14
3	46
3	43
3	49
4	56
6	75
4	48
4	58
8	70
7	65
7	60
2	29
2	30
3	46
3	42
6	57
3	44
3	39
3	48
7	60
6	55
7	56
6	62
5	53
7	56
4	56
7	68
5	57
6	53
6	60
7	64
7	56
6	56
6	64
10	62
8	66
6	53
4	56
6	63
4	53
6	57
6	61
6	56
5	59
7	65
7	54
5	68
3	44
5	58
6	56
7	63
6	58
3	42
3	46
4	51
6	62
6	60
1	15
1	18
2	30
3	44
3	49
5	66
2	29
5	67
7	67
7	67
1	13
2	31
7	64
4	43
4	49
6	53
2	28
2	30
2	28
2	26
2	29
2	28
2	28
2	27
2	29
3	41
3	45
6	66
7	66
5	64
7	65
1	15
5	68
7	67
7	63
7	60
6	65
2	29
6	54
3	37
6	48
9	68
5	50
6	63
6	59
6	60
10	67
4	45
4	54
4	55
5	55
6	66
6	53
6	54
6	51
9	44
3	40
2	29
2	26
3	41
4	49
5	56
2	28
3	43
3	44
2	32
3	42
6	57
3	41
3	43
3	44
2	32
3	40
6	58
1	15
1	17
2	29
4	47
4	49
4	47
6	53
6	47
5	49
6	53
6	58
6	62
6	62
4	57
8	68
1	15
3	49
3	44
3	44
4	61
6	57
4	63
6	69
4	51
6	57
5	50
6	65
4	47
4	54
7	58
3	39
7	64
6	55
5	54
7	63
7	60
5	49
4	55
4	44
4	42
2	27
2	30
2	27
2	31
2	30
2	32
2	29
6	54
1	13
2	27
2	29
3	40
3	42
7	67
1	16
1	14
2	30
2	28
7	59
7	68
6	57
7	58
6	53
3	43
4	50
1	13
2	34
2	27
4	56
5	51
6	49
3	51
6	73
7	69
5	67
7	66
4	50
6	59
7	60
7	55
7	76
6	60
6	67
6	68
6	54
7	62
7	66
5	65
6	58
4	51
7	60
2	34
4	41
10	71
5	59
7	70
4	53
4	53
4	49
7	57
6	54
7	64
10	65
6	59
4	50
6	55
7	63
3	40
7	69
7	69
6	62
6	61
4	49
7	69
7	63
3	43
4	47
7	64
6	60
9	64
2	29
4	49
5	49
8	64
6	59
2	27
8	75
5	54
4	46
7	66
5	59
6	56
4	53
7	48
7	56
4	50
5	49
4	46
6	49
6	44
2	29
5	59
3	38
6	63
7	66
7	54
6	62
4	44
4	48
3	41
4	54
5	44
6	55
7	52
3	42
3	38
10	62
5	51
4	48
6	56
4	50
2	32
2	30
2	30
2	24
2	29
6	46
3	44
3	47
3	44
3	43
4	54
5	55
4	56
6	56
5	63
6	52
6	51
5	57
6	63
6	60
8	46
3	44
5	50
3	41
7	53
5	53
5	49
5	56
2	33
4	49
3	43
7	59
1	13
6	54
11	73
3	42
6	54
6	55
2	29
2	30
4	36
7	59
1	19
2	30
2	34
7	50
7	59
11	65
3	40
4	45
3	41
4	39
2	32
6	50
6	48
1	15
2	28
2	30
2	33
2	32
2	36
2	33
2	32
2	35
2	34
6	57
4	43
5	58
5	48
5	56
9	57
6	52
5	56
7	53
7	68
5	56
5	45
7	51
7	59
6	53
5	55
4	45
6	54
1	15
2	34
2	31
2	28
3	40
6	59
2	28
2	35
2	30
2	32
8	69
5	58
1	14
1	16
7	60
3	45
6	56
4	50
7	53
3	48
3	40
2	32
5	58
7	57
5	52
7	57
6	61
5	65
5	60
2	31
5	63
7	60
7	58
6	55
3	33
5	59
7	50
6	56
6	59
7	61
4	52
5	53
3	40
6	53
7	49
7	67
6	62
7	60
4	48
7	64
7	65
4	53
4	55
6	57
2	28
1	14
2	28
2	35
2	26
2	29
2	28
2	30
5	50
11	66
2	30
3	38
5	53
1	17
1	17
1	18
1	18
2	31
1	18
2	29
2	33
1	19
2	30
3	42
4	41
7	48
5	46
7	62
3	40
4	45
8	50
1	15
1	16
1	17
1	17
4	44
4	46
7	50
5	46
4	50
7	47
4	51
7	55
7	64
7	50
5	44
6	49
8	56
11	58
5	54
4	54
9	50
6	57
11	63
6	60
6	65
7	58
11	81
4	51
3	47
7	56
6	56
3	43
6	57
4	46
6	60
7	55
5	57
6	50
5	55
7	62
6	69
6	57
7	73
2	30
6	60
5	53
6	60
8	71
2	34
7	60
6	56
5	55
5	68
5	59
7	60
8	62
3	43
5	45
7	56
10	62
6	52
6	61
7	59
6	63
8	63
7	68
6	54
7	66
3	41
6	52
7	67
2	28
5	68
7	58
4	61
5	52
5	53
11	81
5	49
7	60
4	49
7	58
4	46
7	60
7	58
4	46
5	48
6	59
7	66
6	57
6	59
7	60
7	64
6	62
6	67
7	57
6	54
7	63
7	66
6	54
6	57
7	66
6	62
5	52
10	72
3	43
6	62
4	50
6	50
6	62
4	52
6	73
3	47
3	43
4	58
5	51
6	54
6	61
6	56
4	49
7	58
5	62
5	54
7	73
8	68
7	58
4	52
5	55
6	53
7	67
3	43
6	59
5	56
6	66
6	65
7	58
4	53
7	62
4	52
7	62
4	52
7	60
6	60
6	59
7	63
3	42
6	57
3	43
7	52
6	58
7	58
7	58
7	71
7	61
7	61
6	53
3	38
3	43
5	60
7	69
3	42
3	46
7	61
4	51
6	61
4	43
3	42
3	44
6	61
6	59
6	59
10	68
4	52
6	62
3	39
4	51
7	67
6	57
4	46
7	67
5	53
7	71
6	45
7	59
3	42
6	53
6	65
7	60
4	55
7	59
7	64
7	56
6	52
6	52
5	51
6	56
4	51
7	63
4	57
7	62
6	51
7	70
2	33
4	55
7	62
7	64
7	55
5	55
6	57
2	29
2	27
3	42
3	39
2	28
7	63
4	47
7	58
4	52
6	60
4	54
6	65
6	59
7	60
7	65
4	52
7	58
6	64
7	56
4	54
3	43
4	50
6	64
6	55
5	58
6	64
3	44
3	48
5	51
4	53
3	47
3	43
5	44
6	71
1	15
3	55
4	52
4	48
4	49
5	58
4	52
10	55
4	52
6	60
4	50
4	52
5	59
4	46
4	46
4	50
6	63
8	65
4	52
7	54
4	51
4	49
4	48
5	51
4	54
3	40
6	62
8	65
4	53
4	47
4	54
4	48
7	67
5	53
5	53
8	72
6	69
5	59
6	66
4	53
4	57
5	58
4	48
7	48
4	54
8	75
6	57
4	53
8	59
4	51
4	46
4	48
6	66
5	54
7	63
8	59
6	55
8	56
7	63
4	53
2	29
4	56
4	49
3	40
4	44
1	17
2	27
2	32
8	67
5	64
4	52
6	65
5	60
4	54
4	52
5	60
3	42
2	29
4	53
2	31
4	55
4	52
7	70
3	42
4	49
6	56
7	60
1	15
1	14
5	52
4	49
3	41
3	40
8	69
4	45
4	50
3	38
3	40
3	35
3	40
7	57
4	48
3	45
3	39
5	58
5	57
1	14
1	15
1	14
1	15
1	15
3	33
2	32
3	35
7	72
1	16
1	17
2	28
3	42
4	48
4	50
7	46
4	55
6	65
8	62
1	15
1	17
1	17
1	15
4	55
7	64
7	73
5	67
8	70
2	29
2	28
2	29
2	29
2	32
7	66
4	49
5	59
8	53
11	85
5	50
8	78
5	56
7	62
8	68
7	65
7	61
1	15
1	14
1	16
1	17
1	15
4	48
5	57
8	73
2	25
7	58
3	38
2	33
5	66
2	31
4	53
3	42
1	14
1	17
1	17
1	19
1	19
3	36
3	35
2	30
3	37
3	35
3	35
3	36
3	36
3	39
3	40
3	36
3	46
4	53
8	62
5	48
3	40
3	44
8	62
4	53
5	53
3	41
4	51
3	42
3	41
8	70
4	56
4	49
2	32
4	46
9	72
5	58
3	44
5	66
8	71
8	76
8	73
4	52
8	61
8	73
11	82
7	68
7	54
7	64
11	81
8	69
8	79
8	63
7	62
4	45
6	63
8	66
8	64
7	82
8	71
11	67
7	63
1	17
2	30
5	71
4	56
4	56
7	57
5	56
7	70
4	46
4	52
1	16
1	17
2	29
2	28
2	30
2	36
3	48
4	54
4	56
2	27
4	59
6	56
4	49
3	40
3	39
3	42
4	44
2	27
4	53
7	56
5	51
6	67
4	52
6	62
4	50
10	68
5	50
5	56
5	51
2	27
4	49
12	79
6	62
11	74
3	38
9	68
8	75
10	82
4	53
6	75
8	73
4	56
4	52
6	58
7	67
9	64
5	53
6	62
6	55
6	72
8	58
4	52
3	37
1	15
1	14
1	16
1	16
1	14
1	15
1	15
1	16
1	16
1	15
1	15
1	16
1	15
1	14
1	16
1	17
1	15
1	19
2	28
1	18
1	18
3	37
4	49
2	27
6	62
1	12
1	14
1	14
3	40
3	39
4	49
6	58
1	15
1	13
1	14
1	16
1	16
1	17
1	15
1	15
1	16
1	15
1	15
1	16
6	55
6	55
3	40
3	36
6	60
3	41
4	48
1	14
1	15
1	15
3	41
3	41
5	55
6	61
6	64
5	51
4	42
5	52
1	13
1	13
1	15
1	17
1	13
1	13
1	16
1	15
1	16
1	14
1	13
1	17
1	15
1	15
1	14
3	34
3	38
3	41
3	32
3	36
3	38
6	57
1	13
1	14
1	16
1	14
1	13
4	46
6	56
3	38
3	38
4	46
3	36
5	56
5	50
3	35
3	35
5	50
4	49
3	38
6	58
4	48
5	57
3	34
3	39
3	37
6	51
1	15
3	32
3	36
3	37
3	36
3	36
3	37
3	41
3	37
3	38
3	37
3	34
4	34
4	39
3	39
3	33
3	39
3	43
3	49
3	35
3	39
3	33
5	47
3	38
3	35
5	49
1	13
3	38
3	39
3	39
6	67
4	48
5	54
3	40
5	51
3	40
3	37
3	44
3	37
3	40
3	38
3	35
6	62
3	41
6	70
5	48
6	59
1	17
1	15
3	37
3	42
6	65
5	55
5	51
5	59
6	61
3	38
1	15
1	16
6	59
3	41
6	68
3	40
3	37
4	48
5	51
6	57
6	58
4	50
3	37
3	36
6	60
6	58
5	52
5	51
8	60
6	58
5	51
6	57
1	17
1	17
5	53
6	54
4	43
1	17
1	13
1	15
3	40
2	25
3	37
3	43
3	37
2	26
2	23
3	36
3	36
5	53
8	74
1	16
4	40
6	62
9	73
8	68
6	67
1	16
3	32
5	52
3	35
6	64
3	39
6	63
6	59
6	61
6	60
6	60
6	66
3	38
4	43
6	66
3	38
6	64
6	61
4	44
6	66
6	65
6	61
6	58
1	14
1	17
1	17
1	15
1	16
1	16
1	16
1	15
1	16
1	16
1	17
1	16
1	16
2	25
3	33
3	27
3	33
6	62
3	34
1	18
1	18
3	34
3	34
5	41
6	56
6	62
6	69
6	62
6	65
3	37
6	69
3	38
6	51
6	70
6	60
6	72
3	36
5	51
6	65
6	51
6	63
6	55
4	48
5	49
3	38
8	69
6	70
4	47
6	63
1	15
1	14
1	16
1	15
1	15
1	16
1	17
1	16
1	15
1	16
1	16
1	17
1	15
1	16
3	40
3	32
2	25
3	33
5	54
3	39
3	34
3	37
3	36
6	62
4	45
3	37
8	55
6	58
3	36
5	53
1	13
6	62
6	57
6	65
6	64
6	57
5	58
5	54
4	50
6	60
4	43
6	63
5	50
6	55
6	60
3	36
7	73
6	64
6	63
5	52
1	17
1	13
3	39
6	62
3	40
3	38
3	38
1	15
1	14
1	14
2	26
3	34
3	34
3	34
3	33
2	25
3	40
3	36
3	35
3	36
11	75
1	14
1	15
1	14
1	13
1	14
2	24
3	38
2	27
1	14
1	16
1	15
1	15
1	14
3	36
1	15
1	13
1	14
6	56
3	35
3	37
8	66
8	61
6	54
5	48
6	60
10	65
6	57
6	62
5	50
11	78
8	66
6	55
6	61
6	54
5	50
6	55
1	18
4	40
6	60
3	33
3	34
3	35
3	37
2	25
3	37
6	60
1	12
1	16
1	14
3	37
3	40
5	53
5	59
5	52
3	33
3	37
3	35
3	37
5	55
8	74
6	56
6	57
6	68
5	49
3	37
3	37
6	56
6	53
6	56
6	63
1	15
1	12
1	15
6	63
4	42
6	53
4	43
5	51
4	48
6	68
5	55
4	44
6	55
3	41
4	43
5	46
4	42
6	66
3	36
5	49
6	59
3	33
5	52
6	47
7	73
5	54
5	54
5	54
3	43
6	62
4	47
