age	len
1	15
6	57
4	53
6	70
7	71
1	16
4	52
6	66
11	66
9	74
7	72
3	34
3	38
4	43
4	50
6	56
3	37
4	43
2	27
4	49
2	34
2	28
4	47
2	26
3	38
4	44
4	45
2	24
4	47
4	46
4	52
4	49
4	43
4	40
4	49
4	43
4	44
4	40
4	40
1	16
1	17
4	40
4	44
2	26
4	48
4	45
4	50
4	47
3	39
4	49
4	46
1	18
2	27
3	39
4	53
4	52
4	41
4	47
2	27
4	41
4	45
4	53
3	47
1	15
1	14
1	17
6	61
4	49
4	46
4	47
7	68
4	45
4	53
4	46
4	48
4	48
4	37
4	47
5	58
1	16
4	50
5	62
4	48
4	45
4	48
4	44
4	46
4	53
4	52
4	47
4	52
4	51
4	48
4	54
2	29
7	58
4	46
4	44
5	51
4	42
4	50
4	43
5	64
4	50
7	64
5	58
4	47
4	46
4	48
4	47
4	44
4	47
3	37
4	46
4	44
4	50
4	40
4	53
4	46
4	47
2	29
3	37
6	58
6	62
4	42
4	47
4	44
6	67
4	46
6	63
4	43
4	47
4	41
4	52
4	47
4	46
4	46
4	52
6	60
4	50
4	44
4	50
4	51
4	48
4	41
3	38
4	44
4	52
3	47
6	59
4	51
7	63
4	46
5	60
4	47
4	46
4	45
6	66
4	48
4	44
3	36
4	43
4	45
4	45
4	48
4	51
4	45
4	49
2	29
3	40
4	46
4	48
4	52
4	48
4	46
4	44
3	40
4	49
2	28
6	57
6	61
4	48
7	60
4	53
3	42
4	44
4	49
4	49
4	47
4	54
5	55
4	53
3	38
4	47
4	42
4	47
4	47
4	42
4	45
4	47
4	48
4	49
4	40
4	50
4	44
4	45
4	44
4	47
1	18
2	28
3	35
3	39
3	36
2	27
4	42
3	43
3	41
4	48
5	58
2	25
3	38
4	51
4	40
4	51
5	49
1	15
1	15
1	17
1	14
1	17
4	50
4	50
4	49
4	48
2	26
4	45
4	47
4	48
4	45
4	47
4	53
4	46
3	36
4	50
4	51
7	68
4	50
4	50
4	47
4	47
4	44
12	77
4	50
4	45
1	15
4	50
6	54
4	38
6	61
4	54
1	17
1	16
1	16
1	16
4	45
4	49
4	53
5	67
4	38
4	49
1	15
1	14
1	16
1	17
4	48
4	44
4	47
4	44
4	49
4	42
6	63
1	16
1	15
4	41
4	49
4	47
4	38
4	45
6	58
1	16
1	17
1	16
2	25
2	28
4	49
4	43
4	49
3	34
4	45
4	49
4	49
4	43
3	33
4	42
2	29
4	42
4	48
4	43
4	41
7	57
4	42
1	16
1	16
1	16
1	16
1	14
1	16
3	42
2	29
4	46
4	42
4	49
5	61
2	28
4	38
4	44
4	50
4	43
4	42
4	38
4	38
6	66
4	43
4	48
4	41
4	40
4	42
4	50
1	17
6	66
4	58
3	38
4	39
4	46
4	39
4	50
5	58
6	77
1	15
4	41
2	24
2	27
3	36
4	46
2	28
3	31
4	45
2	31
2	29
2	30
4	43
3	39
2	25
2	30
3	38
3	35
4	45
4	43
4	49
1	17
1	14
1	15
1	17
1	16
4	43
4	40
2	28
4	43
3	36
3	35
4	44
4	43
4	44
3	41
4	45
2	24
4	49
4	41
4	39
3	34
3	39
4	38
4	41
4	46
4	44
4	41
4	53
4	52
3	34
1	18
4	43
2	24
3	36
1	15
1	18
2	27
1	14
1	17
1	16
4	47
1	17
1	16
1	16
1	17
4	48
2	29
2	28
4	42
4	37
5	58
4	45
4	49
4	48
1	17
4	51
4	44
4	41
4	48
6	61
4	45
4	43
4	44
10	78
4	52
1	17
3	35
2	28
4	50
10	77
4	39
4	39
4	47
1	17
1	14
1	14
1	15
1	17
4	46
4	50
3	39
4	49
2	28
4	48
4	46
4	55
4	54
4	36
5	61
1	14
1	15
1	15
2	28
4	45
4	49
4	53
4	53
4	50
4	46
4	47
4	45
3	40
4	50
4	54
4	44
4	49
7	68
4	47
4	42
7	59
5	58
8	65
4	48
8	65
6	74
3	41
3	41
3	42
4	53
9	62
3	39
3	45
3	42
4	47
3	41
7	65
6	58
8	57
7	71
9	71
6	56
9	61
3	40
3	43
3	40
8	66
4	58
10	85
9	76
9	78
10	67
14	74
4	55
1	16
3	39
8	68
4	53
6	55
5	48
4	44
6	62
5	58
4	53
4	50
2	27
2	29
3	37
2	31
3	36
4	63
3	49
3	39
3	38
3	40
3	42
4	57
4	57
9	80
1	17
1	20
2	28
2	31
2	29
2	28
2	33
4	45
1	16
2	28
2	28
5	46
3	37
1	17
2	28
2	26
3	41
5	51
6	65
6	70
6	72
3	42
3	47
4	45
2	29
8	78
7	63
7	58
4	50
5	54
12	76
3	40
2	26
2	31
1	17
1	16
1	18
2	27
2	32
3	41
4	51
4	50
3	43
4	54
7	62
5	53
5	53
3	40
6	59
4	49
3	40
3	40
6	57
3	44
3	41
3	40
3	38
3	41
3	40
3	35
10	77
10	61
4	51
3	40
8	68
3	38
14	77
9	66
10	56
2	32
2	33
3	42
3	45
3	41
8	65
10	66
5	54
5	50
11	66
5	67
5	61
7	64
7	65
10	86
9	71
6	67
9	72
11	57
9	80
4	46
7	63
10	63
7	66
7	68
3	37
3	44
5	60
3	42
5	54
5	60
9	72
5	50
5	60
4	51
3	37
10	72
9	68
6	60
5	59
5	56
3	41
6	67
7	63
3	37
8	75
7	64
4	53
4	55
5	52
4	48
1	14
3	40
3	39
2	25
3	41
3	43
3	41
3	39
4	40
4	45
5	52
4	46
4	45
4	47
5	53
5	49
5	53
6	56
5	61
6	62
2	30
6	78
6	67
5	61
5	51
4	61
4	47
5	58
3	38
3	44
4	57
6	64
1	17
1	15
1	16
1	16
4	54
5	63
5	59
5	57
1	12
1	13
1	14
1	15
1	16
1	15
2	35
2	26
1	14
2	32
4	49
1	16
1	14
2	31
2	26
2	19
1	17
1	17
1	16
2	32
3	42
1	13
1	14
3	40
3	40
3	43
5	52
3	46
4	51
5	47
4	48
1	14
2	27
4	47
2	31
5	54
3	42
2	28
2	29
3	41
3	43
4	51
5	51
1	15
1	15
5	55
4	46
4	43
2	34
3	46
4	52
5	57
2	32
3	42
4	45
2	30
5	55
4	43
3	41
5	50
8	70
4	59
3	38
3	43
2	28
2	27
3	39
3	37
3	42
3	44
3	42
3	40
3	40
4	47
3	48
3	39
3	41
3	37
3	43
3	42
3	45
2	25
2	31
4	53
3	39
3	41
4	52
3	41
3	44
3	39
3	42
3	39
2	27
3	39
5	53
3	42
3	39
3	41
3	41
3	37
6	66
4	53
5	57
5	61
3	40
3	42
4	47
3	44
3	44
3	43
3	41
4	47
6	56
4	44
2	31
2	32
2	31
5	60
5	59
2	28
2	29
3	45
4	56
4	57
3	45
1	16
2	23
2	27
7	58
9	73
6	62
6	70
7	58
8	77
7	70
5	69
4	55
5	51
5	56
6	73
6	60
5	54
6	69
4	57
3	40
4	53
5	53
6	59
3	39
3	39
4	54
4	46
5	51
3	39
3	37
5	56
6	62
6	68
5	68
5	67
5	69
3	40
2	23
4	51
10	76
3	34
4	52
4	56
8	74
9	76
3	40
4	53
5	62
9	69
9	67
2	26
3	36
3	44
6	75
9	84
2	26
3	39
3	43
6	64
11	86
1	14
3	38
3	39
3	40
6	69
3	40
5	51
4	58
5	58
6	63
6	60
6	58
6	72
5	60
7	68
1	16
2	29
3	41
6	54
5	55
1	15
1	15
3	41
3	38
9	83
2	23
2	30
2	27
2	31
3	38
3	36
2	27
3	39
3	35
3	40
2	26
3	35
3	36
3	38
2	26
3	38
4	52
3	41
6	60
3	42
3	35
3	38
5	60
3	39
3	41
3	40
3	44
3	35
2	28
3	36
5	64
3	44
5	58
3	36
3	36
3	36
3	39
2	27
3	45
2	28
3	43
5	63
3	39
3	37
8	70
3	42
4	54
6	59
5	59
8	63
4	47
3	37
3	34
4	51
3	36
6	62
3	34
6	65
5	60
3	41
7	60
7	54
5	49
1	15
3	38
7	56
4	53
4	55
3	37
3	43
3	41
3	39
3	40
3	39
3	43
3	36
4	55
3	42
3	43
3	41
3	41
3	39
2	25
3	35
3	44
6	56
5	65
6	68
1	13
3	41
3	33
3	38
3	40
3	39
3	40
3	47
3	42
3	41
13	81
9	68
4	51
4	57
4	56
6	63
5	58
6	57
6	62
6	56
5	54
5	56
5	49
6	61
5	48
4	52
3	40
3	45
6	65
5	56
5	53
6	57
5	60
6	67
3	40
3	43
3	41
6	63
5	60
6	67
7	60
3	42
4	53
3	39
3	39
3	43
3	44
3	42
5	54
5	62
4	53
6	56
4	50
6	58
3	47
5	65
5	51
5	55
6	56
6	64
3	40
3	41
3	43
3	40
6	61
6	57
7	72
5	66
7	66
6	64
7	69
3	36
3	43
8	80
8	78
5	59
1	14
1	14
3	39
3	40
3	43
3	41
9	72
4	52
6	65
5	55
2	28
2	31
3	36
3	38
3	41
3	36
3	37
3	41
6	65
4	50
3	30
3	40
3	37
5	67
3	38
5	61
7	69
5	64
2	28
4	47
3	36
3	34
3	36
9	78
1	16
6	57
7	67
5	59
5	52
13	81
10	83
3	43
5	53
4	45
5	50
2	30
3	37
3	38
5	54
4	45
1	16
3	41
3	41
3	38
4	43
3	45
2	26
2	28
2	32
3	44
3	40
3	38
8	60
5	54
4	50
1	16
6	73
9	80
6	61
6	62
2	27
2	27
2	25
2	28
2	27
2	27
2	27
2	25
2	26
2	24
2	29
2	26
2	26
2	25
2	26
2	25
2	28
2	27
2	30
2	31
3	33
2	31
2	26
2	27
2	30
2	26
1	16
3	52
2	29
5	66
6	61
2	28
3	41
3	46
3	39
3	43
2	30
6	65
2	30
2	31
5	36
5	49
3	44
5	48
4	49
2	27
2	26
2	26
4	55
3	36
2	28
4	52
5	64
5	65
3	36
3	38
5	66
6	56
3	38
1	14
2	33
3	36
4	52
3	40
2	29
5	59
3	38
1	17
2	28
3	41
2	26
3	44
2	29
2	25
2	28
4	53
3	42
3	40
1	14
1	17
2	26
2	27
3	39
3	41
6	51
7	63
2	27
3	40
3	43
5	56
7	80
3	39
2	26
3	36
3	37
8	63
8	66
4	56
2	42
3	27
3	42
6	66
6	59
6	66
5	66
7	76
6	58
5	54
6	65
4	52
4	54
6	57
5	55
6	53
6	58
7	57
7	74
1	17
6	58
2	26
2	23
3	35
3	33
3	36
3	35
3	37
3	39
3	38
5	54
3	34
3	35
2	26
2	25
3	40
3	37
3	35
2	27
3	36
6	55
3	36
3	37
3	34
3	32
3	36
3	35
4	44
4	44
6	59
3	39
3	34
5	50
3	38
4	42
6	60
3	39
1	13
1	17
1	16
1	16
1	15
1	14
1	18
1	15
1	17
1	16
1	14
1	15
1	17
1	15
1	16
1	18
1	15
1	17
1	14
1	13
1	17
1	17
1	15
5	49
6	55
1	17
1	17
1	16
2	25
3	31
1	18
1	19
1	19
3	37
1	19
1	18
3	32
3	38
2	24
2	24
3	35
3	32
1	18
3	34
3	38
7	76
2	25
3	30
3	33
5	64
3	36
3	43
2	28
7	59
5	55
3	38
2	31
3	43
10	76
3	44
2	29
3	43
3	40
5	57
5	59
4	55
3	46
3	46
5	58
5	59
3	42
3	37
3	41
4	51
6	64
1	14
3	42
3	40
2	27
2	28
3	45
3	40
4	52
9	76
6	57
1	16
1	14
1	17
2	28
2	28
2	26
3	41
2	25
2	25
5	56
1	13
1	15
1	16
2	26
2	26
2	27
2	27
2	27
2	26
2	27
6	60
4	48
3	42
5	61
3	38
3	42
2	27
4	43
3	35
4	55
9	78
1	15
1	14
1	14
1	14
1	16
2	26
2	27
3	36
12	87
4	47
6	58
4	54
3	38
9	78
5	52
5	54
13	78
5	54
3	37
3	40
4	47
4	51
5	47
5	55
5	52
3	39
3	43
3	38
6	62
5	48
4	56
9	73
8	79
5	57
5	55
1	15
3	41
2	27
5	63
2	27
2	28
4	52
1	14
3	38
2	27
3	36
5	55
3	39
2	21
2	23
3	30
3	36
2	35
2	32
3	35
3	37
3	38
4	54
1	17
1	17
3	38
3	33
2	26
4	51
7	66
8	64
7	66
12	80
7	63
6	64
1	18
4	48
2	30
3	41
5	51
5	50
5	52
6	60
6	47
7	74
5	48
6	58
7	69
2	25
7	58
3	40
6	54
6	52
8	54
9	75
6	62
3	40
5	50
6	57
7	59
3	34
6	54
3	36
2	29
6	59
7	60
6	59
6	60
3	36
7	69
7	55
6	61
6	67
6	64
6	57
7	58
2	23
3	38
3	31
6	57
5	58
6	59
1	14
1	13
1	14
6	67
3	40
3	39
3	35
3	33
3	40
6	62
3	43
3	40
5	54
3	37
5	50
5	48
6	67
6	57
1	13
1	14
3	41
3	35
3	37
6	59
3	38
3	39
3	38
3	38
8	67
6	62
7	64
6	59
3	36
3	35
3	35
3	36
3	34
3	34
3	34
3	39
12	60
2	21
2	22
2	23
3	33
3	36
3	39
2	24
3	35
3	33
6	55
2	22
3	31
3	33
2	20
2	24
2	25
2	26
3	34
3	31
3	33
3	34
3	35
3	31
3	33
3	34
3	33
3	30
3	33
3	32
3	32
3	34
3	36
3	34
3	34
8	75
3	36
3	33
3	38
3	37
3	35
3	34
3	37
3	38
3	38
3	38
3	40
3	36
3	35
3	39
3	35
3	33
3	35
3	38
3	36
3	34
3	37
3	40
3	38
7	58
6	53
3	33
3	38
3	34
6	64
6	53
3	37
3	39
3	37
6	48
5	47
2	24
3	37
3	35
6	54
6	62
3	40
3	37
3	34
5	57
6	63
1	15
5	36
5	35
5	40
5	38
5	38
3	36
3	39
3	40
3	40
6	53
3	41
4	45
6	61
8	69
7	62
8	72
8	76
3	34
3	37
5	52
3	39
3	41
7	66
5	51
6	50
6	60
6	60
8	53
3	37
3	40
6	56
6	66
3	35
6	54
6	64
6	53
6	61
8	63
2	28
3	37
3	37
3	36
3	29
3	35
3	30
2	21
3	35
11	69
3	38
3	35
3	35
3	36
6	61
8	70
5	50
7	74
9	67
7	65
7	61
3	35
2	24
3	40
3	37
3	35
3	34
3	33
3	41
3	37
3	33
3	27
3	33
6	65
3	40
2	23
3	34
3	39
8	60
13	77
4	47
6	54
8	65
10	62
10	68
9	76
5	50
6	56
5	46
6	51
5	51
6	56
7	57
8	56
6	56
13	79
12	73
9	79
1	16
1	16
3	32
2	28
2	31
3	35
3	33
3	38
3	37
3	38
3	40
3	41
2	24
3	39
3	39
3	38
6	57
6	60
6	48
8	74
2	26
3	34
3	32
3	35
3	41
3	41
3	35
3	40
3	36
3	38
3	41
6	58
8	51
6	58
6	53
7	68
3	37
3	39
3	35
3	34
3	39
8	52
6	53
8	59
6	59
7	61
8	64
6	57
6	53
1	13
3	34
2	22
2	26
8	70
3	35
3	35
3	37
3	36
8	62
7	59
3	36
3	35
3	37
3	32
4	54
3	36
3	39
3	35
3	40
5	58
6	58
3	35
3	36
8	78
5	52
3	36
3	36
3	34
3	36
3	43
8	69
3	36
4	36
3	35
3	33
3	39
3	40
3	36
7	72
8	62
6	59
8	78
6	55
6	58
5	50
6	65
8	73
8	70
2	24
3	36
3	42
3	36
3	37
3	37
5	51
3	37
3	34
3	38
2	25
3	34
2	22
3	35
3	40
3	35
2	27
4	47
10	79
2	27
3	40
3	34
3	32
3	34
2	27
1	14
3	38
3	37
3	39
2	23
2	28
2	27
3	39
3	39
3	38
3	37
4	44
3	44
6	60
5	55
3	38
4	49
3	39
5	53
4	44
10	63
7	60
1	14
2	27
2	29
2	25
3	38
3	36
6	61
3	43
5	59
4	46
4	50
4	49
3	40
3	38
4	48
5	50
4	46
5	52
5	60
3	36
5	54
3	44
5	53
1	14
5	52
1	17
1	12
3	36
2	24
2	23
1	17
2	26
6	58
5	50
6	52
6	60
5	57
4	56
6	60
6	61
6	58
7	70
8	59
7	55
4	47
6	56
6	60
6	60
6	58
6	57
5	58
6	59
6	63
1	16
1	17
1	17
1	16
1	16
1	17
1	16
1	15
1	18
1	17
1	18
3	33
3	44
4	52
4	47
4	52
4	49
4	52
3	42
5	55
4	45
4	57
4	53
4	49
4	53
4	52
4	54
4	52
3	44
5	52
4	54
4	51
5	54
4	52
4	53
5	50
5	56
3	48
4	54
5	58
5	50
5	56
4	52
5	58
4	55
6	58
6	57
6	53
3	42
4	45
5	49
3	39
3	46
4	52
4	51
3	40
3	40
3	40
3	45
6	62
4	51
3	43
4	59
1	17
3	41
3	41
2	33
4	43
4	55
3	44
3	40
3	39
4	56
4	51
3	41
5	59
5	51
1	17
1	15
2	30
2	35
3	43
1	19
2	32
3	32
3	45
3	44
1	17
1	16
1	16
1	15
1	17
1	14
1	16
1	14
1	16
3	43
2	26
3	38
3	38
3	34
3	38
3	43
3	38
3	38
3	43
3	38
5	53
4	45
3	39
3	41
4	50
5	55
8	55
5	58
8	72
5	45
5	59
6	60
7	60
6	60
7	69
8	73
7	78
6	73
6	69
10	70
5	66
6	61
5	58
1	16
1	17
1	16
5	62
5	62
11	66
3	47
1	15
1	17
3	45
3	47
1	17
1	17
1	17
3	45
3	49
4	53
5	66
3	50
4	55
6	66
5	60
6	62
4	61
5	61
5	58
4	60
5	58
5	61
3	43
3	45
4	48
5	59
1	18
3	46
3	41
8	61
4	59
5	50
3	38
3	37
3	40
4	47
3	44
1	17
1	14
1	17
1	17
1	17
1	17
2	30
2	29
3	41
3	49
8	72
7	69
3	49
9	71
1	17
1	17
1	17
4	51
5	66
3	39
4	47
3	39
3	39
4	45
2	32
3	39
3	42
3	37
3	38
3	40
3	41
3	40
3	38
3	39
3	41
1	18
1	20
2	33
3	42
3	48
3	39
3	41
3	41
3	40
3	40
3	42
3	39
3	34
3	40
3	41
3	42
3	39
3	37
3	41
3	42
3	44
4	48
4	50
3	45
3	42
9	60
9	65
11	66
8	71
2	30
3	39
9	74
4	46
6	68
3	41
1	17
2	33
2	34
3	41
3	43
4	51
4	51
8	74
9	70
2	31
3	39
4	43
5	54
6	60
1	16
1	16
1	17
1	15
1	16
1	17
1	17
4	45
1	18
5	54
4	42
5	46
7	53
4	49
5	44
5	52
4	41
8	58
4	42
8	60
6	46
3	41
3	39
4	46
3	41
4	46
3	43
5	48
4	45
4	45
3	40
1	15
1	16
1	15
1	15
1	17
3	39
2	28
2	31
2	28
2	28
3	41
3	27
2	30
2	29
2	28
2	30
2	27
2	32
3	37
3	38
3	42
3	41
3	30
2	31
9	40
12	59
5	53
2	27
2	30
2	31
3	36
2	32
4	39
3	39
3	33
2	26
3	41
3	37
4	40
3	40
4	50
4	46
4	44
11	55
4	42
10	52
2	33
4	43
3	39
5	41
7	50
3	38
2	25
2	28
3	37
4	42
3	38
4	43
13	52
9	47
1	17
1	13
1	14
1	17
1	16
1	15
1	15
2	30
3	36
3	39
4	43
1	16
1	16
2	26
2	29
6	58
1	16
1	16
2	27
2	26
4	45
5	48
4	43
4	46
5	49
4	42
10	52
5	46
3	39
4	48
5	49
5	57
6	63
5	49
3	43
3	49
3	40
5	61
8	59
1	15
1	15
1	17
1	17
1	14
2	26
1	20
2	31
2	29
2	27
3	36
3	42
2	28
2	27
2	26
2	26
2	32
2	31
3	37
3	42
4	50
5	47
4	46
3	34
2	29
1	20
2	26
2	29
2	27
2	27
2	27
4	44
5	50
5	53
4	50
7	66
12	81
2	33
12	66
4	51
9	54
10	70
10	76
2	25
2	25
2	27
2	25
4	49
4	56
2	26
5	54
8	74
8	77
4	51
5	57
2	27
2	33
3	44
2	29
4	55
4	52
4	57
4	57
6	57
3	46
3	46
1	18
2	26
3	41
3	45
11	71
5	69
7	69
6	59
4	57
5	56
5	56
4	56
5	58
4	44
4	56
7	63
4	51
6	55
9	77
7	57
6	61
6	65
9	80
5	60
5	58
9	73
5	67
7	64
5	55
9	77
9	79
7	71
4	52
9	61
4	53
6	66
3	37
12	87
2	30
8	67
2	30
2	27
8	78
3	39
2	26
6	56
4	48
7	58
4	46
2	28
4	50
5	57
3	43
3	39
4	46
2	28
2	27
2	31
3	41
3	39
3	41
4	51
4	57
6	63
4	47
5	59
7	54
4	54
5	52
4	57
5	50
5	43
5	53
8	64
4	55
5	58
7	55
5	49
9	75
1	14
9	76
5	59
5	53
3	45
3	38
5	50
5	59
8	71
7	69
7	65
8	84
9	87
8	75
6	60
8	60
12	72
8	78
4	45
7	54
5	52
4	52
3	44
7	56
6	62
7	72
7	58
5	58
8	68
4	45
5	56
9	69
8	80
5	56
8	62
7	58
8	63
5	59
4	43
6	54
5	49
8	70
4	44
4	54
3	43
5	54
6	70
4	54
4	50
4	51
4	50
9	76
8	66
14	62
5	59
10	71
9	79
4	46
4	43
4	35
3	36
3	37
3	38
2	29
2	26
3	37
4	43
4	45
4	40
3	34
3	36
4	43
8	53
1	15
4	44
4	46
4	43
4	46
4	50
4	41
4	41
4	45
4	50
4	49
4	45
8	53
4	41
4	42
3	37
3	34
2	23
4	44
6	58
2	28
2	28
3	35
2	28
2	28
4	42
4	42
3	35
4	42
3	40
4	45
1	16
2	26
4	47
2	28
4	45
4	44
4	47
2	25
4	45
8	67
8	52
3	36
3	37
4	43
1	16
1	14
1	16
2	27
2	29
3	37
4	44
3	39
8	57
5	49
4	44
1	16
2	29
4	45
6	46
4	43
4	41
4	39
4	40
8	57
9	54
8	62
3	34
4	43
3	35
4	42
4	43
4	44
3	35
6	55
4	42
3	36
4	41
6	55
5	46
7	70
4	43
4	45
4	47
6	48
2	27
4	43
4	35
8	57
4	43
3	33
4	42
8	60
4	42
7	58
4	41
3	30
4	45
4	42
9	60
8	56
4	41
3	30
4	43
3	32
4	40
3	36
4	43
3	35
4	47
4	43
4	39
4	40
3	36
4	44
4	47
8	51
8	58
4	42
2	24
2	25
4	42
4	48
4	43
3	35
4	41
2	28
4	44
4	43
4	40
4	43
4	45
4	45
4	44
4	42
6	53
4	43
8	54
4	39
8	52
6	53
8	53
7	54
3	33
3	35
3	34
3	34
2	25
3	35
4	41
4	44
4	42
4	45
7	59
7	56
7	55
4	47
4	46
3	35
4	47
4	44
4	46
4	46
4	48
4	39
4	44
4	45
4	43
4	40
4	42
4	43
7	57
4	41
4	40
4	42
8	51
4	46
12	71
8	59
4	40
7	47
4	40
3	39
4	41
4	43
4	42
4	39
4	39
4	40
4	42
4	42
7	56
4	44
8	60
8	64
3	33
3	30
4	43
3	32
3	32
4	37
4	35
3	30
4	45
4	42
4	37
4	36
4	36
4	40
4	42
5	59
3	32
4	42
4	42
4	41
4	35
4	34
4	40
3	30
3	30
4	40
4	42
4	46
4	45
8	59
5	53
8	55
8	55
8	60
9	58
7	55
8	48
5	50
8	62
3	31
4	39
3	30
3	36
4	45
1	16
1	14
1	15
1	14
1	14
4	41
4	42
3	37
4	41
4	43
5	49
4	42
4	37
4	38
7	55
8	57
8	63
4	42
4	42
8	56
8	67
8	63
3	34
4	37
4	43
8	56
7	50
2	23
3	29
3	34
4	39
4	39
4	46
8	63
1	14
1	13
4	44
5	56
1	15
1	15
1	15
7	55
8	55
8	63
7	53
4	43
7	55
4	38
4	45
4	45
4	43
8	59
8	60
8	60
8	63
8	63
7	59
9	64
8	68
9	69
8	63
8	63
7	59
7	63
8	53
8	56
7	55
5	39
4	44
4	41
4	42
4	41
4	46
4	44
4	39
4	40
4	42
4	45
4	38
5	46
5	48
4	42
4	40
4	43
4	49
4	43
9	54
7	60
4	44
4	41
4	42
4	41
8	57
4	39
4	42
4	41
4	38
7	55
6	52
5	49
8	59
4	42
6	52
8	67
7	62
8	59
7	57
8	59
8	50
7	50
7	59
2	27
2	29
2	29
2	28
2	29
4	44
2	29
4	44
4	38
2	31
4	44
4	41
3	32
2	26
4	42
3	35
3	39
4	40
4	45
3	35
3	37
4	48
3	37
3	33
4	35
4	40
4	43
4	46
3	34
1	17
3	35
4	43
4	45
4	38
5	45
7	59
5	46
4	41
4	43
4	44
8	52
8	66
8	52
4	46
3	36
4	43
4	47
4	46
4	42
8	71
4	46
6	67
4	52
4	40
4	48
4	48
4	44
4	46
8	67
8	63
7	62
8	66
7	54
8	70
4	48
4	46
4	44
4	43
4	44
4	41
6	49
4	50
3	39
8	65
8	62
4	47
4	52
4	46
4	47
8	76
8	59
4	44
4	52
8	66
9	62
8	56
8	70
6	54
8	65
7	57
4	41
4	44
4	44
4	53
7	61
8	56
4	40
4	41
4	37
3	37
4	46
7	61
8	64
7	46
8	43
7	56
7	55
8	64
3	32
4	43
4	38
4	45
4	39
7	53
7	52
8	58
8	53
9	54
6	49
7	46
4	35
4	42
7	53
8	57
2	23
3	31
3	34
4	42
3	38
4	38
4	41
4	41
3	31
4	43
4	43
4	40
4	39
4	39
3	33
4	40
7	44
4	42
7	57
4	42
4	43
8	52
5	52
1	14
1	13
4	46
3	40
4	45
8	59
8	61
2	24
2	28
2	30
8	64
5	52
4	45
4	45
5	60
6	55
4	49
4	45
4	44
4	48
4	48
4	52
4	40
4	51
4	45
4	42
4	45
4	46
4	47
4	45
4	50
3	41
4	48
4	50
4	48
4	45
7	54
4	41
5	55
7	58
4	47
4	48
6	55
4	48
5	49
3	38
4	44
3	37
4	49
4	43
4	44
4	43
4	47
4	44
4	44
4	43
4	48
4	44
4	48
4	46
4	48
5	49
4	45
5	49
6	58
5	50
8	62
7	59
4	46
4	44
4	49
4	45
4	49
3	37
4	47
4	50
4	41
5	53
8	56
8	66
4	41
4	49
6	56
3	39
3	36
4	50
4	44
4	44
1	12
4	47
3	37
4	44
4	51
2	28
4	47
2	26
4	48
4	44
4	48
4	52
4	53
5	46
4	36
5	51
4	45
5	47
4	44
4	43
4	45
4	46
8	63
8	62
6	57
6	57
8	61
6	57
9	61
8	65
4	49
4	48
4	44
4	49
8	58
4	48
3	40
3	38
4	42
3	40
4	50
4	42
1	12
1	13
2	27
2	24
2	25
3	40
4	40
8	60
8	49
8	58
8	58
8	54
6	51
8	67
4	44
5	57
4	43
7	59
5	53
1	16
1	13
1	16
1	11
2	25
2	25
2	26
2	25
2	27
2	26
2	28
3	33
2	27
2	27
2	24
2	26
2	27
3	36
4	45
7	52
4	44
4	43
8	57
5	44
8	62
2	29
4	38
3	37
4	42
4	40
2	26
2	24
2	23
2	24
2	25
2	24
8	61
7	47
6	43
4	46
4	37
8	59
8	60
4	44
6	46
4	41
6	52
6	59
2	24
4	37
4	44
4	51
4	40
8	63
4	45
2	25
2	26
2	28
6	42
8	42
2	27
2	26
2	26
2	27
2	24
6	49
6	47
5	39
6	45
4	41
4	44
2	27
2	27
2	28
2	29
2	28
2	29
4	34
4	35
3	31
4	37
4	37
4	36
4	37
6	41
4	32
4	39
4	34
4	35
4	40
4	37
5	41
4	35
5	41
4	34
4	39
4	45
4	43
5	38
5	46
8	48
9	62
8	58
8	63
4	40
4	38
4	35
4	39
8	54
4	39
4	42
4	42
4	42
4	40
4	40
5	42
4	45
4	55
4	39
4	45
4	40
4	40
4	38
4	40
5	43
5	55
8	60
4	44
4	41
4	42
4	44
4	43
5	47
8	48
7	49
4	39
3	40
7	50
4	44
4	40
6	49
4	44
4	41
5	49
5	41
4	39
5	53
5	46
6	49
4	45
5	42
5	46
7	50
5	47
4	43
4	35
4	37
4	36
4	43
4	49
7	50
4	45
4	36
4	43
5	52
4	47
3	39
8	52
8	62
9	57
3	40
4	35
4	38
6	48
4	41
4	43
4	43
6	45
4	43
5	46
8	56
3	37
8	51
4	40
8	66
4	37
5	37
7	53
5	55
4	47
7	73
5	46
5	55
4	36
4	39
5	49
3	35
4	40
4	38
6	47
4	38
5	44
4	38
4	43
8	47
5	41
5	49
4	36
5	41
4	40
4	34
4	42
5	46
7	59
5	41
6	44
4	41
4	48
4	52
5	38
4	50
4	48
5	54
8	60
8	62
9	64
8	52
4	41
4	44
5	42
5	51
4	40
4	45
7	44
5	41
4	35
4	44
4	50
2	28
4	37
4	42
4	44
6	45
4	41
4	47
4	44
4	39
5	57
9	54
6	51
5	64
4	51
4	51
4	42
4	45
4	43
4	39
6	53
4	50
4	41
4	39
7	53
8	58
8	58
1	15
4	47
4	53
5	56
5	52
2	27
2	31
5	54
5	53
5	47
8	61
4	50
6	57
4	48
4	51
2	27
2	27
2	24
6	46
4	49
6	58
8	60
1	13
1	13
2	31
2	24
2	27
1	12
1	11
4	47
3	39
4	48
1	13
1	15
4	50
8	61
7	56
1	16
